,PPI
PLK2*PKMYT1,749
PLK2*WEE1,517
PLK2*WEE2,450
TLK1*TLK2,859
TLK1*JAK1,522
TLK2*JAK1,430
PBK*TTK,974
PBK*PKMYT1,509
PBK*WEE1,413
TTK*PKMYT1,481
TTK*WEE1,419
TTK*EPHB2,675
TTK*LRRK2,516
ULK1*ULK2,922
ULK1*PIK3R4,985
ULK2*PIK3R4,920
ULK3*PIK3R4,567
PIK3R4*FGFR1,600
PIK3R4*FGFR2,600
PIK3R4*FGFR3,600
PIK3R4*FGFR4,600
PIK3R4*FLT3,600
MYT1*PKMYT1,769
MYT1*WEE1,582
PKMYT1*PAK1,455
PKMYT1*PAK2,454
PKMYT1*PAK3,411
WEE1*WEE2,810
WEE1*AXL,471
WEE1*EGFR,429
WNK2*WNK1,867
WNK2*WNK3,535
WNK2*OXSR1,741
WNK1*WNK3,454
WNK1*OXSR1,876
WNK4*OXSR1,886
WNK3*OXSR1,762
MAP3K1*MAP3K4,444
MAP3K1*GCK,900
MAP3K1*MAP4K2,957
MAP3K1*MAP4K1,920
MAP3K1*PAK1,944
MAP3K1*PAK2,928
MAP3K1*MAP2K1,984
MAP3K1*MAP2K2,945
MAP3K1*MAP2K5,946
MAP3K1*MAP2K6,914
MAP3K1*MAP2K7,981
MAP3K1*MAP2K3,919
MAP3K1*MAP2K4,992
MAP3K1*MAP4K4,947
MAP3K1*FGFR2,451
MAP3K1*JAK1,913
MAP3K1*JAK2,913
MAP3K1*IRAK1,918
MAP3K1*MAP3K11,925
MAP3K1*MAP3K7,929
MAP3K1*BRAF,550
MAP3K1*RAF1,415
MAP3K1*RIPK1,915
MAP3K2*MAP3K3,891
MAP3K2*MAP3K4,400
MAP3K2*GCK,900
MAP3K2*PAK1,877
MAP3K2*PAK2,876
MAP3K2*PAK3,412
MAP3K2*MAP2K1,776
MAP3K2*MAP2K2,777
MAP3K2*MAP2K5,998
MAP3K2*MAP2K6,824
MAP3K2*MAP2K7,975
MAP3K2*MAP2K3,867
MAP3K2*MAP2K4,989
MAP3K2*MAP4K4,911
MAP3K2*LYN,403
MAP3K2*SRC,914
MAP3K3*GCK,900
MAP3K3*PAK1,877
MAP3K3*PAK2,876
MAP3K3*PAK3,411
MAP3K3*MAP2K1,776
MAP3K3*MAP2K2,769
MAP3K3*MAP2K5,998
MAP3K3*MAP2K6,838
MAP3K3*MAP2K7,941
MAP3K3*MAP2K3,945
MAP3K3*MAP2K4,958
MAP3K3*MAP4K4,912
MAP3K3*EGFR,665
MAP3K3*IRAK1,941
MAP3K3*IRAK3,498
MAP3K3*MAP3K7,961
MAP3K3*RIPK1,951
MAP3K4*PAK1,919
MAP3K4*PAK2,918
MAP3K4*MAP2K1,799
MAP3K4*MAP2K2,730
MAP3K4*MAP2K5,737
MAP3K4*MAP2K6,989
MAP3K4*MAP2K7,935
MAP3K4*MAP2K3,975
MAP3K4*MAP2K4,958
MAP3K4*PTK2B,474
MAP3K4*RIPK2,553
MAP3K5*MAP3K6,971
MAP3K5*MAP4K1,902
MAP3K5*MAP2K6,984
MAP3K5*MAP2K7,965
MAP3K5*MAP2K3,983
MAP3K5*MAP2K4,990
MAP3K5*MAP4K4,915
MAP3K5*MAP3K14,905
MAP3K5*IGF1R,449
MAP3K5*JAK1,918
MAP3K5*JAK2,504
MAP3K5*MAP3K9,401
MAP3K5*MAP3K10,403
MAP3K5*MAP3K11,437
MAP3K5*MAP3K7,660
MAP3K5*RAF1,653
MAP3K5*RIPK1,936
MAP3K6*MAP2K6,917
MAP3K6*MAP2K3,855
OXSR1*PAK1,406
GCK*MAP3K8,903
GCK*IGF1R,412
GCK*INSR,481
MAP4K2*RIPK1,902
MAP4K1*ABL1,534
MAP4K1*EGFR,783
MAP4K1*LCK,927
MAP4K1*ZAP70,924
MAP4K1*MAP3K11,957
MAP4K1*MAP3K7,932
MST1*MET,608
MST1*MST1R,999
MST1*NTRK1,549
STK4*STK3,973
STK3*RAF1,806
PAK1*PAK2,941
PAK1*PAK3,904
PAK1*PAK4,915
PAK1*PAK5,909
PAK1*MAP2K1,972
PAK1*MAP2K2,926
PAK1*MAP2K6,914
PAK1*MAP2K7,725
PAK1*MAP2K3,916
PAK1*MAP2K4,933
PAK1*MAP3K14,848
PAK1*EGFR,819
PAK1*EPHB1,638
PAK1*EPHB2,907
PAK1*EPHB3,626
PAK1*EPHB4,626
PAK1*EPHB6,625
PAK1*PTK2,913
PAK1*FES,615
PAK1*MUSK,920
PAK1*PDGFRB,903
PAK1*FYN,926
PAK1*LCK,921
PAK1*LYN,418
PAK1*SRC,935
PAK1*YES1,912
PAK1*LIMK2,845
PAK1*LIMK1,962
PAK1*ILK,869
PAK1*RAF1,972
PAK1*ACTR2,470
PKN1*MAP2K6,928
PKN1*MAP2K3,937
PKN1*MAP3K20,956
PAK2*PAK3,902
PAK2*PAK4,913
PAK2*PAK5,911
PAK2*MAP2K1,925
PAK2*MAP2K2,642
PAK2*MAP2K5,405
PAK2*MAP2K7,691
PAK2*MAP2K4,763
PAK2*ABL1,410
PAK2*EPHB1,631
PAK2*EPHB2,634
PAK2*EPHB3,626
PAK2*EPHB4,627
PAK2*EPHB6,620
PAK2*PTK2,911
PAK2*FES,616
PAK2*MUSK,915
PAK2*FYN,944
PAK2*HCK,477
PAK2*LCK,800
PAK2*LYN,435
PAK2*SRC,960
PAK2*YES1,934
PAK2*KDR,900
PAK2*LIMK2,669
PAK2*LIMK1,952
PAK2*BRAF,916
PAK2*RAF1,965
PAK3*PAK4,913
PAK3*PAK5,912
PAK3*MAP2K1,923
PAK3*MAP2K2,630
PAK3*MAP2K4,450
PAK3*EPHB1,647
PAK3*EPHB2,645
PAK3*EPHB3,626
PAK3*EPHB4,626
PAK3*EPHB6,625
PAK3*PTK2,905
PAK3*FES,614
PAK3*MUSK,915
PAK3*FYN,695
PAK3*LCK,693
PAK3*SRC,921
PAK3*LIMK2,664
PAK3*LIMK1,921
PAK3*RAF1,928
PAK4*PAK5,967
PAK4*MAP2K1,880
PAK4*MAP2K2,409
PAK4*ABL1,738
PAK4*PTK2,911
PAK4*FGFR2,933
PAK4*MET,927
PAK4*MUSK,904
PAK4*SRC,928
PAK4*YES1,910
PAK4*LIMK2,693
PAK4*LIMK1,818
PAK4*BRAF,911
PAK4*RAF1,925
PAK5*MAP2K1,864
PAK5*PTK2,905
PAK5*MUSK,904
PAK5*SRC,915
PAK5*LIMK2,660
PAK5*LIMK1,687
PAK5*RAF1,833
STK24*STK25,992
STK24*STK26,992
STK24*LRRK2,477
STK25*STK26,992
STK25*LRRK2,439
STK26*LRRK2,438
MAP2K1*MAP2K2,970
MAP2K1*MAP2K4,920
MAP2K1*MAP3K8,977
MAP2K1*MAP3K14,426
MAP2K1*CSK,727
MAP2K1*EGFR,564
MAP2K1*EPHB1,917
MAP2K1*IGF1R,431
MAP2K1*JAK1,931
MAP2K1*JAK2,665
MAP2K1*JAK3,925
MAP2K1*TYK2,921
MAP2K1*FYN,452
MAP2K1*LCK,933
MAP2K1*SRC,955
MAP2K1*LRRK2,485
MAP2K1*MAP3K7,929
MAP2K1*ARAF,995
MAP2K1*BRAF,999
MAP2K1*KSR1,999
MAP2K1*RAF1,998
MAP2K1*KSR2,996
MAP2K1*CNKSR2,729
MAP2K2*MAP3K8,855
MAP2K2*MAP3K14,431
MAP2K2*CSK,737
MAP2K2*EGFR,450
MAP2K2*JAK1,923
MAP2K2*JAK2,613
MAP2K2*JAK3,922
MAP2K2*TYK2,917
MAP2K2*FYN,426
MAP2K2*LCK,924
MAP2K2*SRC,701
MAP2K2*LRRK2,489
MAP2K2*MAP3K7,850
MAP2K2*ARAF,995
MAP2K2*BRAF,996
MAP2K2*KSR1,993
MAP2K2*RAF1,997
MAP2K2*KSR2,903
MAP2K2*CNKSR2,725
MAP2K5*MAP3K8,924
MAP2K5*MAP3K14,450
MAP2K5*NTRK1,919
MAP2K5*RAF1,425
MAP2K6*MAP2K3,974
MAP2K6*MAP2K4,864
MAP2K6*ABL1,904
MAP2K6*JAK1,908
MAP2K6*IRAK1,932
MAP2K6*IRAK2,928
MAP2K6*LRRK2,610
MAP2K6*MAP3K9,914
MAP2K6*MAP3K10,922
MAP2K6*MAP3K11,924
MAP2K6*MAP3K20,935
MAP2K6*MAP3K7,993
MAP2K6*NR2C2,900
MAP2K6*BRAF,921
MAP2K6*RIPK1,907
MAP2K6*RIPK2,906
MAP2K7*MAP2K4,961
MAP2K7*MAP3K8,936
MAP2K7*ALK,513
MAP2K7*FGFR1,415
MAP2K7*KIT,421
MAP2K7*PDGFRB,414
MAP2K7*RET,427
MAP2K7*FYN,927
MAP2K7*SRC,412
MAP2K7*NTRK1,646
MAP2K7*NTRK3,406
MAP2K7*FLT1,502
MAP2K7*FLT4,490
MAP2K7*KDR,528
MAP2K7*IRAK1,919
MAP2K7*IRAK2,913
MAP2K7*LRRK2,608
MAP2K7*MAP3K13,952
MAP2K7*MAP3K10,880
MAP2K7*MAP3K11,969
MAP2K7*MAP3K20,913
MAP2K7*MAP3K7,984
MAP2K7*ARAF,436
MAP2K7*BRAF,687
MAP2K7*KSR1,493
MAP2K7*RAF1,505
MAP2K7*RIPK1,917
MAP2K7*RIPK2,911
MAP2K7*TGFBR1,458
MAP2K3*MAP2K4,820
MAP2K3*EPHA2,496
MAP2K3*PTK2B,904
MAP2K3*FGFR4,486
MAP2K3*PDGFRA,490
MAP2K3*SRC,926
MAP2K3*IRAK1,947
MAP2K3*IRAK2,928
MAP2K3*LRRK2,798
MAP2K3*MAP3K10,929
MAP2K3*MAP3K11,932
MAP2K3*MAP3K7,930
MAP2K3*BRAF,921
MAP2K3*RIPK1,912
MAP2K3*RIPK2,911
MAP2K4*MAP3K8,941
MAP2K4*FLT4,906
MAP2K4*IRAK1,918
MAP2K4*IRAK2,916
MAP2K4*LRRK2,400
MAP2K4*MAP3K9,928
MAP2K4*MAP3K10,481
MAP2K4*MAP3K11,949
MAP2K4*MAP3K7,967
MAP2K4*RIPK1,911
MAP2K4*RIPK2,910
MAP3K8*MAP4K4,910
MAP3K8*MAP3K14,954
MAP3K8*EGFR,406
MAP3K8*IRAK1,402
MAP3K8*KSR2,484
MAP3K8*RIPK1,424
MAP4K4*EPHB1,908
MAP4K4*EPHB2,906
MAP4K4*IRAK1,916
MAP4K4*MAP3K7,939
MAP4K4*RIPK1,909
MAP3K14*CSF1R,418
MAP3K14*IRAK1,401
MAP3K14*LRRK1,450
MAP3K14*MAP3K7,957
MAP3K14*RIPK1,935
ABL1*ABL2,948
ABL1*EGFR,890
ABL1*EPHA1,828
ABL1*EPHA2,834
ABL1*EPHA3,865
ABL1*EPHA4,834
ABL1*EPHA5,815
ABL1*EPHA8,813
ABL1*EPHB1,814
ABL1*EPHB2,865
ABL1*EPHB3,822
ABL1*EPHB4,834
ABL1*EPHB6,804
ABL1*EPHA7,818
ABL1*EPHA6,801
ABL1*JAK1,654
ABL1*JAK2,467
ABL1*FLT3,424
ABL1*KIT,536
ABL1*PDGFRB,952
ABL1*BLK,907
ABL1*FGR,907
ABL1*FYN,915
ABL1*HCK,951
ABL1*LCK,907
ABL1*LYN,908
ABL1*SRC,970
ABL1*YES1,905
ABL1*NTRK1,964
ABL1*NTRK2,847
ABL1*NTRK3,828
ABL1*LRRK1,429
ABL2*EGFR,751
ABL2*FLT3,754
ABL2*PDGFRB,483
ABL2*ACTR2,455
ALK*MERTK,433
ALK*PTK7,476
ALK*MATK,419
ALK*EGFR,588
ALK*EPHA8,468
ALK*EPHB3,444
ALK*FES,419
ALK*FGFR1,547
ALK*FGFR2,541
ALK*JAK1,837
ALK*JAK2,889
ALK*JAK3,922
ALK*MET,509
ALK*MST1R,519
ALK*KIT,576
ALK*RET,612
ALK*SRC,485
ALK*ACVR1B,711
ALK*TGFBR1,817
ALK*ACVR1C,602
ALK*TGFBR2,667
LTK*EGFR,497
AXL*MERTK,465
AXL*DDR1,505
AXL*DDR2,483
AXL*EGFR,825
AXL*JAK1,826
AXL*JAK2,831
AXL*MET,479
AXL*MST1R,416
AXL*KIT,537
AXL*PDGFRB,411
AXL*RET,535
AXL*ROR1,440
AXL*SRC,922
AXL*BTK,450
AXL*TEC,411
AXL*TXK,412
AXL*NTRK1,582
AXL*FLT4,487
AXL*KDR,770
MERTK*PTK7,408
MERTK*DDR1,439
MERTK*FES,412
MERTK*FGFR1,436
MERTK*FGFR2,404
MERTK*MST1R,467
MERTK*KIT,472
MERTK*RET,439
MERTK*BTK,428
MERTK*TXK,408
MERTK*NTRK1,483
MERTK*FLT4,401
TYRO3*SRC,425
PTK7*FES,425
PTK7*FGFR1,452
PTK7*MET,732
PTK7*MST1R,744
PTK7*RYK,530
PTK7*FLT1,437
CSK*EGFR,981
CSK*PTK2,939
CSK*IGF1R,407
CSK*FLT3,649
CSK*BLK,923
CSK*FGR,926
CSK*FYN,981
CSK*HCK,931
CSK*LCK,955
CSK*LYN,930
CSK*SRC,992
CSK*YES1,937
CSK*FRK,688
CSK*ZAP70,940
CSK*FLT1,910
CSK*FLT4,909
CSK*KDR,916
CSK*ARAF,670
CSK*BRAF,658
CSK*KSR1,571
CSK*RAF1,670
CSK*KSR2,574
CSK*CNKSR2,553
MATK*EGFR,723
MATK*EPHA8,409
MATK*PTK2B,404
MATK*MST1R,421
MATK*KIT,970
MATK*SRC,546
MATK*NTRK1,937
MATK*NTRK2,808
MATK*NTRK3,808
DDR1*EPHA2,485
DDR1*EPHB4,460
DDR1*KIT,503
DDR1*ROR1,415
DDR1*SRC,423
DDR1*BTK,453
DDR1*TXK,456
DDR1*BMX,429
DDR1*NTRK1,554
DDR1*FLT4,433
DDR1*ACVR1B,493
DDR2*EGFR,459
DDR2*EPHB4,405
DDR2*KIT,474
DDR2*PDGFRA,527
DDR2*PDGFRB,522
DDR2*SRC,589
DDR2*NTRK1,457
EGFR*EPHA2,608
EGFR*EPHB4,552
EGFR*PTK2,973
EGFR*PTK2B,980
EGFR*FER,567
EGFR*FES,505
EGFR*FGFR1,465
EGFR*FGFR2,477
EGFR*FGFR3,454
EGFR*IGF1R,808
EGFR*INSR,651
EGFR*JAK1,949
EGFR*JAK2,974
EGFR*JAK3,870
EGFR*TYK2,718
EGFR*MET,946
EGFR*MST1R,501
EGFR*CSF1R,419
EGFR*KIT,496
EGFR*PDGFRA,958
EGFR*PDGFRB,946
EGFR*RET,824
EGFR*ROR1,534
EGFR*ROS1,585
EGFR*BLK,977
EGFR*PTK6,906
EGFR*FGR,968
EGFR*FYN,938
EGFR*HCK,985
EGFR*LCK,932
EGFR*LYN,981
EGFR*SRC,995
EGFR*YES1,976
EGFR*FRK,769
EGFR*SYK,526
EGFR*ZAP70,783
EGFR*ITK,707
EGFR*BMX,459
EGFR*NTRK1,486
EGFR*NTRK2,826
EGFR*FLT1,574
EGFR*FLT4,545
EGFR*KDR,629
EGFR*IRAK1,420
EGFR*LRRK2,725
EGFR*LRRK1,459
EGFR*ARAF,431
EGFR*BRAF,557
EGFR*RAF1,788
EGFR*RIPK1,471
EGFR*ACVR1B,454
EGFR*TGFBR1,637
EGFR*TGFBR2,564
EPHA1*EPHA2,980
EPHA1*EPHA3,906
EPHA1*EPHA4,907
EPHA1*EPHB1,630
EPHA1*EPHB2,630
EPHA1*EPHB3,628
EPHA1*EPHB4,645
EPHA1*EPHB6,638
EPHA1*BLK,904
EPHA1*FGR,906
EPHA1*FYN,918
EPHA1*HCK,906
EPHA1*LCK,911
EPHA1*LYN,907
EPHA1*SRC,914
EPHA1*YES1,906
EPHA2*EPHA3,905
EPHA2*EPHA4,917
EPHA2*EPHB1,625
EPHA2*EPHB2,637
EPHA2*EPHB3,635
EPHA2*EPHB4,663
EPHA2*EPHB6,637
EPHA2*EPHA7,575
EPHA2*PTK2,954
EPHA2*MET,481
EPHA2*BLK,903
EPHA2*FGR,906
EPHA2*FYN,912
EPHA2*HCK,912
EPHA2*LCK,910
EPHA2*LYN,910
EPHA2*SRC,927
EPHA2*YES1,914
EPHA2*CNKSR2,446
EPHA3*EPHA4,904
EPHA3*EPHA5,905
EPHA3*EPHA8,446
EPHA3*EPHB1,611
EPHA3*EPHB2,610
EPHA3*EPHB3,612
EPHA3*EPHB4,678
EPHA3*EPHB6,621
EPHA3*EPHA7,967
EPHA3*EPHA6,906
EPHA3*BLK,902
EPHA3*FGR,905
EPHA3*FYN,933
EPHA3*HCK,906
EPHA3*LCK,906
EPHA3*LYN,907
EPHA3*SRC,938
EPHA3*YES1,908
EPHA4*EPHA5,907
EPHA4*EPHA8,452
EPHA4*EPHB1,632
EPHA4*EPHB2,665
EPHA4*EPHB3,621
EPHA4*EPHB4,679
EPHA4*EPHB6,631
EPHA4*EPHA7,917
EPHA4*EPHA6,907
EPHA4*FGFR1,710
EPHA4*FGFR2,441
EPHA4*FGFR3,466
EPHA4*FGFR4,512
EPHA4*JAK2,405
EPHA4*BLK,902
EPHA4*FGR,904
EPHA4*FYN,956
EPHA4*HCK,904
EPHA4*LCK,905
EPHA4*LYN,916
EPHA4*SRC,939
EPHA4*YES1,908
EPHA5*EPHA8,452
EPHA5*EPHB1,630
EPHA5*EPHB2,609
EPHA5*EPHB3,611
EPHA5*EPHB4,676
EPHA5*EPHB6,630
EPHA5*EPHA7,909
EPHA5*EPHA6,914
EPHA5*BLK,902
EPHA5*FGR,903
EPHA5*FYN,911
EPHA5*HCK,903
EPHA5*LCK,903
EPHA5*LYN,904
EPHA5*SRC,910
EPHA5*YES1,908
EPHA8*EPHB1,689
EPHA8*EPHB2,687
EPHA8*EPHB3,765
EPHA8*EPHB4,763
EPHA8*EPHB6,636
EPHA8*EPHA7,518
EPHA8*FES,402
EPHA8*FGFR2,445
EPHA8*TEC,402
EPHA8*TXK,411
EPHA8*BMX,435
EPHB1*EPHB2,903
EPHB1*EPHB4,438
EPHB1*EPHB6,468
EPHB1*EPHA7,626
EPHB1*EPHA10,631
EPHB1*EPHA6,621
EPHB1*PTK2,914
EPHB1*BLK,903
EPHB1*FGR,904
EPHB1*FYN,914
EPHB1*HCK,905
EPHB1*LCK,906
EPHB1*LYN,906
EPHB1*SRC,915
EPHB1*YES1,909
EPHB1*MAP3K7,901
EPHB2*EPHB4,429
EPHB2*EPHA7,618
EPHB2*EPHA10,623
EPHB2*EPHA6,615
EPHB2*PTK2,947
EPHB2*RYK,468
EPHB2*BLK,902
EPHB2*FGR,903
EPHB2*FYN,914
EPHB2*HCK,904
EPHB2*LCK,905
EPHB2*LYN,905
EPHB2*SRC,974
EPHB2*YES1,930
EPHB2*MAP3K7,901
EPHB3*EPHB4,577
EPHB3*EPHA7,612
EPHB3*EPHA10,625
EPHB3*EPHA6,617
EPHB3*FGFR2,451
EPHB3*MST1R,484
EPHB3*RYK,527
EPHB3*FYN,774
EPHB3*SRC,663
EPHB4*EPHB6,501
EPHB4*EPHA7,705
EPHB4*EPHA10,631
EPHB4*EPHA6,618
EPHB4*FYN,651
EPHB4*SRC,669
EPHB4*BMX,405
EPHB6*EPHA7,631
EPHB6*EPHA10,647
EPHB6*EPHA6,633
EPHB6*FYN,625
EPHB6*SRC,634
EPHA7*EPHA6,915
EPHA7*BLK,902
EPHA7*FGR,903
EPHA7*FYN,911
EPHA7*HCK,902
EPHA7*LCK,904
EPHA7*LYN,903
EPHA7*SRC,911
EPHA7*YES1,908
EPHA10*LRRK1,459
EPHA6*BLK,902
EPHA6*FGR,903
EPHA6*FYN,903
EPHA6*HCK,903
EPHA6*LCK,902
EPHA6*LYN,903
EPHA6*SRC,905
EPHA6*YES1,903
PTK2*PTK2B,942
PTK2*IGF1R,888
PTK2*JAK2,958
PTK2*MET,865
PTK2*MUSK,905
PTK2*PDGFRA,832
PTK2*PDGFRB,877
PTK2*RET,976
PTK2*BLK,913
PTK2*FGR,935
PTK2*FYN,980
PTK2*HCK,936
PTK2*LCK,949
PTK2*LYN,974
PTK2*SRC,994
PTK2*YES1,986
PTK2*SYK,960
PTK2*BMX,943
PTK2*TEK,504
PTK2*FLT1,974
PTK2*FLT4,935
PTK2*KDR,932
PTK2B*FGFR2,436
PTK2B*FGFR3,941
PTK2B*JAK1,941
PTK2B*JAK2,426
PTK2B*JAK3,950
PTK2B*MUSK,904
PTK2B*BLK,917
PTK2B*FGR,926
PTK2B*FYN,988
PTK2B*HCK,922
PTK2B*LCK,940
PTK2B*LYN,943
PTK2B*SRC,984
PTK2B*YES1,927
PTK2B*SYK,946
PTK2B*ZAP70,410
PTK2B*FLT1,402
PTK2B*KDR,919
FER*KIT,938
FER*LYN,914
FER*YES1,827
FER*SYK,916
FES*FGFR1,410
FES*FGFR2,414
FES*JAK1,929
FES*JAK3,935
FES*CSF1R,440
FES*KIT,808
FES*RET,425
FES*PTK6,418
FES*FGR,411
FES*FYN,685
FES*TEK,916
FES*KDR,921
FES*LIMK1,903
FGFR1*FGFR2,747
FGFR1*FGFR3,518
FGFR1*FGFR4,521
FGFR1*JAK2,485
FGFR1*MET,450
FGFR1*MST1R,480
FGFR1*FLT3,597
FGFR1*KIT,512
FGFR1*PDGFRB,450
FGFR1*RET,508
FGFR1*ROR1,436
FGFR1*SRC,544
FGFR1*YES1,433
FGFR1*BTK,446
FGFR1*TEC,402
FGFR1*TXK,438
FGFR1*NTRK1,542
FGFR1*FLT1,524
FGFR1*FLT4,510
FGFR1*KDR,529
FGFR1*TGFBR2,400
FGFR2*FGFR3,971
FGFR2*FGFR4,905
FGFR2*JAK1,833
FGFR2*JAK2,848
FGFR2*MET,445
FGFR2*MST1R,495
FGFR2*FLT3,570
FGFR2*KIT,502
FGFR2*RET,502
FGFR2*FYN,430
FGFR2*SRC,947
FGFR2*KDR,402
FGFR2*BRAF,411
FGFR3*FGFR4,907
FGFR3*JAK1,833
FGFR3*JAK2,848
FGFR3*FLT3,576
FGFR3*SRC,929
FGFR4*FLT3,551
FGFR4*ROS1,445
IGF1R*INSR,971
IGF1R*INSRR,906
IGF1R*JAK1,873
IGF1R*JAK2,933
IGF1R*SRC,959
IGF1R*KDR,410
IGF1R*RAF1,923
INSR*INSRR,930
INSR*JAK1,509
INSR*JAK2,554
INSR*LCK,523
INSR*SRC,689
JAK1*JAK2,933
JAK1*JAK3,950
JAK1*TYK2,949
JAK1*MET,836
JAK1*PDGFRA,934
JAK1*PDGFRB,875
JAK1*FYN,920
JAK1*HCK,909
JAK1*LCK,915
JAK1*SYK,933
JAK1*BTK,406
JAK1*KDR,842
JAK1*MAP3K11,902
JAK1*RAF1,459
JAK2*JAK3,946
JAK2*TYK2,934
JAK2*MET,843
JAK2*FLT3,417
JAK2*KIT,965
JAK2*PDGFRA,867
JAK2*PDGFRB,947
JAK2*FYN,730
JAK2*LCK,916
JAK2*LYN,880
JAK2*SRC,956
JAK2*YES1,740
JAK2*BTK,923
JAK2*TEC,949
JAK2*KDR,866
JAK2*MAP3K11,904
JAK2*ARAF,480
JAK2*BRAF,474
JAK2*KSR1,916
JAK2*RAF1,744
JAK3*TYK2,933
JAK3*KIT,483
JAK3*PDGFRA,716
JAK3*PDGFRB,688
JAK3*FYN,918
JAK3*LCK,940
JAK3*SYK,923
JAK3*ARAF,430
TYK2*PDGFRA,654
TYK2*PDGFRB,730
TYK2*FYN,450
TYK2*LCK,908
TYK2*BRAF,425
MET*KIT,476
MET*PDGFRB,410
MET*RET,474
MET*ROS1,476
MET*SRC,982
MET*NTRK1,515
MET*KDR,702
MST1R*KIT,483
MST1R*RET,515
MST1R*SRC,417
MST1R*NTRK1,464
MUSK*SRC,913
MUSK*ACVR1B,468
CSF1R*FGR,641
CSF1R*FYN,516
CSF1R*HCK,645
CSF1R*LYN,440
CSF1R*SRC,836
CSF1R*YES1,545
CSF1R*SYK,413
FLT3*FGR,469
FLT3*FYN,620
FLT3*HCK,779
FLT3*LCK,673
FLT3*LYN,434
FLT3*SRC,499
FLT3*SYK,833
KIT*RET,425
KIT*ROS1,425
KIT*FYN,786
KIT*HCK,417
KIT*LCK,778
KIT*LYN,974
KIT*SRC,787
KIT*YES1,779
KIT*BTK,586
KIT*TEC,966
KIT*TXK,522
KIT*NTRK1,436
KIT*FLT1,530
KIT*FLT4,517
KIT*KDR,472
KIT*BMPR2,655
PDGFRA*PDGFRB,983
PDGFRA*SRC,849
PDGFRA*TGFBR2,507
PDGFRB*BLK,910
PDGFRB*FGR,918
PDGFRB*FYN,980
PDGFRB*HCK,918
PDGFRB*LCK,919
PDGFRB*LYN,921
PDGFRB*SRC,991
PDGFRB*YES1,936
PDGFRB*KDR,570
PDGFRB*ARAF,410
PDGFRB*RAF1,786
PDGFRB*ACVRL1,419
PDGFRB*TGFBR1,432
PDGFRB*ACTR2,900
PDGFRB*TGFBR2,476
RET*ROR1,404
RET*ROS1,516
RET*HCK,421
RET*SRC,958
RET*NTRK1,566
RET*NTRK2,406
RET*NTRK3,436
RET*FLT1,446
RET*FLT4,544
RET*KDR,466
ROR1*ROR2,906
ROR1*RYK,403
ROR1*BTK,456
ROR1*TEC,403
ROR1*TXK,408
ROR1*NTRK1,508
ROR1*FLT1,420
ROR1*FLT4,415
ROR2*RYK,419
ROR2*NTRK1,408
BLK*FGR,908
BLK*FYN,904
BLK*HCK,906
BLK*LCK,914
BLK*LYN,903
BLK*SRC,903
BLK*YES1,901
BLK*SYK,921
BLK*ZAP70,925
BLK*BTK,920
BLK*ITK,914
PTK6*LRRK2,842
FGR*FYN,902
FGR*HCK,971
FGR*LCK,906
FGR*LYN,935
FGR*SRC,919
FGR*YES1,945
FGR*SYK,967
FGR*ZAP70,922
FGR*BTK,939
FGR*ITK,909
FYN*HCK,905
FYN*LCK,930
FYN*LYN,905
FYN*SRC,996
FYN*YES1,994
FYN*SYK,942
FYN*ZAP70,942
FYN*BTK,954
FYN*ITK,955
FYN*BMX,907
FYN*TEK,913
FYN*NTRK2,796
FYN*FLT1,421
FYN*KDR,957
FYN*LIMK1,928
FYN*MAP3K11,904
FYN*RAF1,952
HCK*LCK,906
HCK*LYN,934
HCK*SRC,928
HCK*YES1,902
HCK*SYK,942
HCK*ZAP70,918
HCK*BTK,954
HCK*ITK,912
HCK*FLT1,531
LCK*LYN,929
LCK*SRC,906
LCK*YES1,923
LCK*SYK,983
LCK*ZAP70,995
LCK*BTK,914
LCK*ITK,955
LCK*BMX,927
LCK*RAF1,432
LYN*SRC,949
LYN*YES1,903
LYN*SYK,967
LYN*ZAP70,919
LYN*BTK,957
LYN*ITK,909
LYN*TEC,949
LYN*TXK,631
LYN*RAF1,938
SRC*YES1,979
SRC*SYK,975
SRC*ZAP70,922
SRC*BTK,941
SRC*ITK,932
SRC*BMX,932
SRC*NTRK2,927
SRC*NTRK3,653
SRC*FLT1,930
SRC*FLT4,935
SRC*KDR,992
SRC*ILK,455
SRC*ARAF,610
SRC*BRAF,648
SRC*KSR1,627
SRC*RAF1,940
SRC*KSR2,583
SRC*CNKSR2,615
SRC*ACTR2,522
YES1*SYK,915
YES1*ZAP70,909
YES1*BTK,937
YES1*ITK,904
YES1*BMX,906
YES1*FLT1,407
SYK*ZAP70,907
SYK*BTK,973
SYK*ITK,938
SYK*TEC,576
SYK*TXK,590
SYK*MAP3K7,402
ZAP70*BTK,932
ZAP70*ITK,975
ZAP70*IRAK4,404
BTK*ITK,921
BTK*TEC,899
BTK*TXK,590
BTK*NTRK1,444
BTK*FLT1,424
BTK*FLT4,423
BTK*IRAK1,468
BTK*ACVR1B,409
ITK*TEC,803
ITK*TXK,845
TEC*TXK,586
TEC*NTRK1,404
TEC*ACVR1B,409
TXK*NTRK1,418
TXK*FLT1,400
TXK*FLT4,401
BMX*TEK,920
BMX*NTRK1,418
BMX*KDR,419
TEK*TIE1,455
TEK*NTRK1,464
TEK*FLT1,433
TEK*KDR,571
NTRK1*NTRK2,906
